entity,entity_label,relation,relation_label,value,value_label,frequency,start_time,end_time
Q2201358,Willem Volger,P39,position held,Q848550,Dutch Opperhoofd in Japan,A-Few-Years,1665-01-01,1664-01-01
Q12152589,Aleksey Sidorov,P937,work location,Q649,Moscow,A-Few-Years,1909-01-01,1913-01-01
Q2103984,Slobodan Slović,P54,member of sports team,Q364698,Cercle Brugge K.S.V.,A-Few-Years,2004-01-01,2008-01-01
Q6167200,Jay Smith,P54,member of sports team,Q625130,Grays Athletic F.C.,A-Few-Years,2006-01-01,2007-01-01
Q1685423,Jean Charles François Ladoucette,P39,position held,Q75543167,Prefect of Roer,A-Few-Years,1809-03-31,1814-01-01
Q7324631,Richard Carpenter,P54,member of sports team,Q48943,Gillingham F.C.,A-Few-Years,1991-01-01,1996-01-01
Q5524251,Garry Wilson,P54,member of sports team,Q6415701,Kirkintilloch Rob Roy F.C.,A-Few-Years,1985-01-01,1986-01-01
Q3938900,Roberto Linck,P54,member of sports team,Q5095794,Chicago Storm,A-Few-Years,2009-01-01,2009-01-01
Q58331783,Félix Bolaños,P39,position held,Q43120886,Minister of the Presidency,A-Few-Years,2021-07-12,2023-11-20
Q8018074,William Sampson Cluse,P39,position held,Q41582588,member of the 35th Parliament of the United Kingdom,A-Few-Years,1929-05-30,1931-10-07
Q3849109,Mario Silvestrelli,P54,member of sports team,Q2311455,Associazione Calcio Sampierdarenese,A-Few-Years,1942-01-01,1943-01-01
Q5969471,Niklas Löfgren,P54,member of sports team,Q935441,Lindome GIF,A-Few-Years,2010-01-01,2013-01-01
Q16101779,Max Meili,P54,member of sports team,Q690074,FC Gossau,A-Few-Years,1975-01-01,1977-01-01
Q47337591,Eugène Schnerb,P39,position held,Q64447315,Prefect of Meurthe-et-Moselle,A-Few-Years,1885-01-01,1888-01-01
Q61650261,Ghasiram Majhi,P39,position held,Q61480451,Member of the Seventh Odisha Legislative Assembly,A-Few-Years,1977-06-26,1980-02-17
Q82768,Paul di Resta,P641,sport,Q217000,Deutsche Tourenwagen Masters,A-Few-Years,2007-01-01,2010-01-01
Q5339253,Edmund Ashworth Radford,P39,position held,Q41582591,member of the 36th Parliament of the United Kingdom,A-Few-Years,1933-11-21,1935-10-25
Q8009795,W. G. Howard Gritten,P39,position held,Q41582582,member of the 31st Parliament of the United Kingdom,A-Few-Years,1918-12-14,1922-10-26
Q1033738,Teleco,P54,member of sports team,Q35933,S.C. Corinthians Paulista,A-Few-Years,1934-01-01,1944-01-01
Q4798012,Arthur Black,P39,position held,Q41582579,member of the 29th Parliament of the United Kingdom,A-Few-Years,1910-01-15,1910-11-28
Q111264661,Grande Boucle Féminine Internationale,P279,subclass of,Q22231113,2.2,A-Few-Years,2007-01-01,2009-01-01
Q18215032,Jesse Kerrison,P54,member of sports team,Q2221598,Budget Forklifts,A-Few-Years,2013-01-01,2014-01-01
Q10377780,Tadeu Palácio,P39,position held,Q53926065,Mayor of São Luís,A-Few-Years,2002-04-05,2004-12-31
Q4798626,Arthur Evans,P39,position held,Q41582587,member of the 34th Parliament of the United Kingdom,A-Few-Years,1924-10-29,1929-05-10
Q3524592,Stuart Matsikenyeri,P54,member of sports team,Q1254704,Zimbabwe national cricket team,A-Few-Years,2003-01-01,2005-01-01
Q4068906,Ardatovsky Uyezd,P17,country,Q139319,Russian Republic,A-Few-Years,1917-09-14,1917-11-07
Q6893930,Mohd Hasmarul Fadzir Hassan,P54,member of sports team,Q5425354,FELDA United F.C.,A-Few-Years,2009-01-01,2011-01-01
Q1044924,Giovanni Barale,P54,member of sports team,Q1422,Juventus FC,A-Few-Years,1921-01-01,1922-01-01
Q50620410,Léon Ardisson,P39,position held,Q75009038,sub-prefect of Chalon-sur-Saône,A-Few-Years,1879-01-01,1879-01-01
Q19691895,Etienne van Empel,P54,member of sports team,Q109930040,Solution Tech-NIPPO Rali,A-Few-Years,2023-01-01,
Q4945033,Borger Kristoffersson Hoen,P39,position held,Q16159375,deputy member of the Parliament of Norway,A-Few-Years,1836-01-01,1838-01-01
Q6513154,Lee Bullen,P54,member of sports team,Q1354077,Sun Hei SC,A-Few-Years,1995-01-01,1997-01-01
Q60228734,Luis Fernando González,P54,member of sports team,Q6887462,Moca FC,A-Few-Years,2017-01-01,2017-01-01
Q3365711,Saint-Joseph-de-Lévis parish,P31,instance of,Q2122450,curacy,A-Few-Years,1690-01-01,1694-09-18
Q5619067,Gunnar Kvassheim,P39,position held,Q16147743,State Secretary,A-Few-Years,2001-10-19,2005-09-30
Q3172920,Jean Laborde,P39,position held,Q3044918,member of the French National Assembly,A-Few-Years,1973-04-02,1978-04-02
Q4223730,Valeri Klimov,P54,member of sports team,Q170040,Rubin Kazan,A-Few-Years,2002-01-01,2002-01-01
Q6224131,John Butler,P54,member of sports team,Q18750,Wigan Athletic F.C.,A-Few-Years,1981-01-01,1988-01-01
Q833,Malaysia,P6,head of government,Q6084858,Ismail Sabri Yaakob,A-Few-Years,2021-08-21,2022-11-24
Q4772558,Anthony G. Brown,P39,position held,Q20064986,member of the Maryland House of Delegates,A-Few-Years,1999-01-14,2007-01-14
Q12231635,Faisel Al-Jamaan,P54,member of sports team,Q72844,Al-Ettifaq FC,A-Few-Years,2015-01-01,2016-01-01
Q913396,Brice Owona,P54,member of sports team,Q1340181,Union Douala,A-Few-Years,2013-01-01,2015-01-01
Q3573255,Yuri Kimimasa,P39,position held,Q11388041,member of the Genrōin,A-Few-Years,1875-04-25,1876-12-18
Q3260410,Louis-Charles-Marie de Vincent,P39,position held,Q56875711,Prefect of Lot,A-Few-Years,1849-01-01,1849-01-01
Q42793762,Carlos Moros Gracia,P54,member of sports team,Q622430,Djurgårdens IF Fotboll,A-Few-Years,2023-01-01,
Q7513146,Sigrid Utkilen,P39,position held,Q9045502,member of the Parliament of Norway,A-Few-Years,1973-01-25,1973-09-30
Q116770696,Gunnar Fog-Petersen,P39,position held,Q12311817,member of the Folketing,A-Few-Years,1913-05-20,1918-04-22
Q30554651,Loriano Valentini,P39,position held,Q47532269,member of the Regional Council of Tuscany,A-Few-Years,2000-05-03,2010-03-30
Q14912601,Felix Schlesinger,P937,work location,Q1718,Düsseldorf,A-Few-Years,1850-01-01,1851-01-01
Q5394795,Ernie Whatmore,P54,member of sports team,Q18723,Queens Park Rangers F.C.,A-Few-Years,1928-01-01,1933-01-01
Q17587206,Hans Jacob Hofgaard,P39,position held,Q9045502,member of the Parliament of Norway,A-Few-Years,1862-01-01,1864-01-01
Q9899,Amsterdam,P6,head of government,Q1366279,Jozias van Aartsen,A-Few-Years,2017-01-01,2018-01-01
Q3022088,Dimitris Eliades,P39,position held,Q19801674,member of the House of Representatives of Cyprus,A-Few-Years,1985-12-12,1991-05-29
Q28036017,Lucian-Daniel Stanciu-Viziteu,P39,position held,Q98520278,ex mayor of Bacău,A-Few-Years,2020-10-22,2024-11-01
Q6370551,Karim Azizou,P54,member of sports team,Q759482,US Cremonese,A-Few-Years,2007-01-01,2007-01-01
Q18421422,Mindo Sianipar,P39,position held,Q21328632,Member of the People's Representative Council of Indonesia,A-Few-Years,2014-10-01,2019-09-30
Q641569,Asante Samuel,P54,member of sports team,Q219714,Philadelphia Eagles,A-Few-Years,2008-01-01,2011-01-01
Q3620217,Antonio Seveso,P54,member of sports team,Q2018,Catania FC,A-Few-Years,1953-01-01,1960-01-01
Q75398619,Bismarck with hat,P195,collection,Q111635246,Art collection of the Federal Republic of Germany,A-Few-Years,1949-06-10,
Q221752,F91 Dudelange,P286,head coach,Q877918,Dino Toppmöller,A-Few-Years,2016-07-01,2019-06-30
Q6813237,ʻAbd al-Salām Tirmānīnī,P27,country of citizenship,Q170468,United Arab Republic,A-Few-Years,1958-01-01,1961-01-01
Q112603305,Wade Poplawski,P54,member of sports team,Q3492234,Winnipeg Blues,A-Few-Years,2004-01-01,2007-01-01
Q20262128,Kjell Öfverberg,P39,position held,Q83544152,school commander,A-Few-Years,1990-01-01,1994-01-01
Q656,Saint Petersburg,P138,named after,Q33923,Saint Peter,Many-Years,1703-01-01,1924-01-26
Q825023,Mănerău,P17,country,Q153136,Habsburg monarchy,Many-Years,1711-04-29,1804-08-11
Q75698892,Attenberg bei Nöham,P281,postal code,W-8341,W-8341,Many-Years,1990-01-01,1993-07-01
Q2779246,Nancy McKeon,P800,notable work,Q1214490,Can't Hurry Love,Many-Years,1995-01-01,1996-01-01
Q121536559,Glendenning Barn,P127,owned by,Q7915753,Varian Associates,Many-Years,1960-01-01,1970-01-01
Q3176729,Jeffrey Shaw,P937,work location,Q3141,Melbourne,Many-Years,2003-01-01,2009-01-01
Q1069508,World Festival of Black Arts,P276,location,Q3718,Dakar,Many-Years,1966-04-01,1966-04-24
Q747191,Cărpiniș,P17,country,Q153136,Habsburg monarchy,Many-Years,1711-04-29,1804-08-11
Q4192565,Zmeevo,P17,country,Q219,Bulgaria,Many-Years,1878-07-13,1913-08-10
Q75699794,Hopper,P281,postal code,W-8341,W-8341,Many-Years,1990-01-01,1993-07-01
Q50349730,María Teresa Sosa,P102,member of political party,Q327591,independent politician,Many-Years,2013-01-01,2017-01-01
Q52508878,Prometey,P532,port of registry,Q7951,Petropavlovsk-Kamchatsky,Many-Years,2011-01-01,
Q857008,Roșia Montană,P17,country,Q842794,Socialist Republic of Romania,Many-Years,1965-08-21,1989-12-22
Q151231,Annie Lennox,P463,member of,Q117467,Royal Society of Edinburgh,Many-Years,2022-03-22,
Q22262428,Farní sbor Českobratrské církve evangelické v Kutné Hoře,P361,part of,Q22583324,Farní sbor Českobratrské církve evangelické v Opatovicích,Many-Years,1908-01-01,1918-01-01
Q12153795,Slon,P17,country,Q2685298,Romanian People's Republic,Many-Years,1947-12-30,1965-08-21
Q18761490,La Mort Saint-Innocent,P276,location,Q3330260,Museum of French Monuments,Many-Years,1795-01-01,1816-01-01
Q1194284,Lazuri de Beiuș,P17,country,Q842794,Socialist Republic of Romania,Many-Years,1965-08-21,1989-12-22
Q2617543,Marge Champion,P26,spouse,Q893766,Boris Sagal,Many-Years,1977-01-01,1981-01-01
Q7098592,Opportunity Knocks,P371,presenter,Q2907778,Bob Monkhouse,Many-Years,1987-03-21,1989-06-03
Q55915546,Johann Rudolf Bühlmann,P937,work location,Q72,Zurich,Many-Years,1817-01-01,1836-01-01
Q2904,Herne,P6,head of government,Q1555359,Robert Brauner,Many-Years,1951-01-01,1975-01-01
Q339927,Petrisat,P17,country,Q203493,Kingdom of Romania,Many-Years,1918-12-01,1947-12-30
Q60234052,Frederic Daniel van Rosmalen,P937,work location,Q727,Amsterdam,Many-Years,1853-01-01,1867-01-01
Q47517363,Don Hua Lo,P31,instance of,Q13025342,thesaban mueang,Many-Years,2025-03-28,
Q1191378,Agrij,P17,country,Q655621,Principality of Transylvania,Many-Years,1570-08-26,1711-04-29
Q243616,Veliki Preslav,P17,country,Q12560,Ottoman Empire,Many-Years,1396-01-01,1878-07-13
Q723980,Stoboru,P17,country,Q625380,Eastern Hungarian Kingdom,Many-Years,1526-11-21,1570-08-26
Q249942,Sâncraiu,P17,country,Q153136,Habsburg monarchy,Many-Years,1711-04-29,1804-08-11
Q12106446,Zgura,P17,country,Q203493,Kingdom of Romania,Many-Years,1881-05-22,1947-12-30
Q62856463,Ziegelhütten,P281,postal code,92268,92268,Many-Years,1993-07-01,
Q16025719,Étienne Fougère,P39,position held,Q61597847,المستشار العام للوار,Many-Years,1914-01-01,1928-01-01
Q1133688,Lac de la Haute-Sûre,P6,head of government,Q16439708,Nico Loes,Many-Years,1988-01-01,2005-01-01
Q242185,Bill Russell,P6087,coach of sports team,Q235326,Seattle SuperSonics,Many-Years,1973-01-01,1977-01-01
Q18808,Pyongyang,P17,country,Q28233,Korean Empire,Many-Years,1897-10-01,1910-08-28
Q10742286,Abraham Vilhelm Heffermehl,P39,position held,Q65660309,Mayor of Gloppen,Many-Years,1866-01-01,1869-01-01
Q12724800,Ghelința,P17,country,Q153136,Habsburg monarchy,Many-Years,1711-04-29,1804-08-11
Q84328,Paula Hitler,P734,family name,Q1621139,Hitler,Many-Years,1896-01-21,1936-01-01
Q4466010,Pacific Asia Travel Association,P159,headquarters location,Q18094,Honolulu,Many-Years,1952-01-01,1953-01-01
Q12208612,Hilmi Misbah Abu Shaban,P27,country of citizenship,Q810,Jordan,Many-Years,1948-01-01,
Q3158929,Jacques Freyssinet,P39,position held,Q30461,president,Many-Years,1959-01-01,1960-01-01
Q820637,Laz,P17,country,Q516160,First Hungarian Republic,Many-Years,1918-11-16,1918-12-01
Q99211762,Ernst Karl Graf Waldstein-Wartenberg,P39,position held,Q99193556,Member of the Bohemian Diet,Many-Years,1880-01-01,1883-01-01
Q59720951,La Flagelación de Cristo,P127,owned by,Q36234,Charles III of Spain,Many-Years,1766-01-01,1788-01-01
Q1055,Hamburg,P17,country,Q7318,Nazi Germany,Many-Years,1933-01-30,1945-05-02
Q98950305,Neumühle,P281,postal code,91275,91275,Many-Years,1993-07-01,
Q12162758,Tudor Vladimirescu,P17,country,Q218,Romania,Many-Years,1989-12-22,
Q100143,Caprino Bergamasco,P17,country,Q131964,Austrian Empire,Many-Years,1815-04-07,1859-11-10
Q5063822,Leordina,P17,country,Q655621,Principality of Transylvania,Many-Years,1570-08-16,1711-04-29
Q5314527,"Duncan McNeill, 1st Baron Colonsay",P39,position held,Q28401369,Sheriff of Perth,Many-Years,1824-01-01,1834-01-01
Q2523885,Bulle–Romont railway line,P127,owned by,Q690332,Chemins de fer fribourgeois Gruyère-Fribourg-Morat,Many-Years,1942-01-01,2000-01-01
Q17327760,Robbie Buttigieg,P27,country of citizenship,Q7603765,State of Malta,Many-Years,1964-01-01,1974-01-01
Q37092443,LB&SCR A1X class 50 Sutton,P137,operator,Q489565,"London, Brighton and South Coast Railway",Many-Years,1876-01-01,1923-01-01
Q4326929,Klinicheskaya khirurgia,P291,place of publication,Q1899,Kyiv,Many-Years,1955-01-01,
Q652112,Martin State Airport,P127,owned by,Q1426388,Glenn L. Martin Company,Many-Years,1929-01-01,1961-09-01
Q11023272,أبلة فضيلة,P27,country of citizenship,Q3087763,Republic of Egypt,Many-Years,1953-01-01,1958-01-01
Q739418,Chiheru de Sus,P17,country,Q625380,Eastern Hungarian Kingdom,Many-Years,1526-11-11,1570-08-16
Q1028222,Groapa Rădăii,P17,country,Q2685298,Romanian People's Republic,Many-Years,1947-12-30,1965-08-21
Q1397662,Remigijus Šimašius,P102,member of political party,Q1824395,Liberal Union of Lithuania,Many-Years,1995-01-01,2005-01-01
Q12083787,Bolotești,P17,country,Q842794,Socialist Republic of Romania,Many-Years,1965-08-21,1989-12-22
Q337086,"George Lloyd, 1st Baron Lloyd",P39,position held,Q41582581,member of the 30th Parliament of the United Kingdom,Many-Years,1910-12-03,1918-10-17
Q461846,Avraham Stern,P7779,military unit,Q293332,Lehi,Many-Years,1940-01-01,1942-01-01
Q63603509,Valkebo tingslag,P361,part of,Q117224500,"Kinda, Ydre, Valkebo och Vifolka häraders domsaga",Many-Years,1680-01-01,1778-01-01
Q755163,Ruștior,P17,country,Q2685298,Romanian People's Republic,Many-Years,1947-12-30,1965-08-21
Q5056458,Băiuț,P17,country,Q131964,Austrian Empire,Many-Years,1804-08-11,1867-03-30
Q2170359,Route nationale 73,P2043,length,103.0,103.0,Many-Years,1978-01-01,
Q329569,Gaius Aufidius Victorinus,P39,position held,Q544015,Praefectus urbi,Many-Years,0179-01-01,0183-01-01
Q2975590,Clarendon,P31,instance of,Q27676428,municipality,Many-Years,1846-11-20,1847-09-01
Q450982,Leineschloss,P84,architect,Q91343,Georg Ludwig Friedrich Laves,Many-Years,1817-01-01,1842-01-01
Q7988779,Westfield Wheaton,P127,owned by,Q18378979,Westfield Corporation,Many-Years,2014-01-01,2018-06-01
Q55547400,Fernando Villavicencio,P102,member of political party,Q1972741,Pachakutik,Many-Years,1995-01-01,2017-01-01
Q106631135,Ursulines School of Naxos,P137,operator,Q41,Greece,Many-Years,1986-01-01,
Q504348,Hildburghausen,P1376,capital of,Q281005,Saxe-Hildburghausen,Many-Years,1684-01-01,1826-01-01
Q34131064,Bremersbach,P281,postal code,W-8351,W-8351,Many-Years,1990-09-29,1993-06-30
Q1093233,Tileagd,P17,country,Q153136,Habsburg monarchy,Many-Years,1699-01-26,1804-08-11
Q107528982,Persoon en gemeenschap,P291,place of publication,Q12892,Antwerp,Many-Years,1946-01-01,1987-01-01
Q188776,Castres,P6,head of government,Q16025491,Lucien Coudert,Many-Years,1953-02-13,1971-03-18
Q811389,Bauhaus-Archiv,P1037,director / manager,Q65653082,Peter Hahn,Many-Years,1985-01-01,2003-01-01
Q125122438,Ferenc Gubicza,P39,position held,Q17590876,member of the National Assembly of Hungary,Many-Years,1922-01-01,1926-01-01
Q116428,William B. Campbell,P39,position held,Q5589724,Governor of Tennessee,Many-Years,1851-10-16,1853-10-17
Q34583250,Einöd,P281,postal code,W-8351,W-8351,Many-Years,1990-09-29,1993-06-30
Q585601,Tann,P281,postal code,84367,84367,Many-Years,1993-07-01,
Q278686,Bălțești,P17,country,Q2685298,Romanian People's Republic,Many-Years,1947-12-30,1965-08-21
Q113788,Kazan Federal University,P1075,rector,Q99767758,Lenar Safin,Many-Years,2022-08-19,
Q2988540,Communauté de communes du Pays Fléchois,P6,head of government,Q41543886,Nadine Grelet-Certenais,Many-Years,2020-07-09,2026-04-23
Q1093228,Cefa,P17,country,Q625380,Eastern Hungarian Kingdom,Many-Years,1526-11-11,1570-08-16
Q12109516,Călimănești,P17,country,Q218,Romania,Many-Years,1989-12-22,
Q5118105,Dealu,P17,country,Q28513,Austria–Hungary,Many-Years,1867-03-30,1918-11-16
Q7664914,Dosu Văsești,P17,country,Q153136,Habsburg monarchy,Many-Years,1711-04-29,1804-08-11
Q1078321,Lipănești,P17,country,Q958291,United Principalities of Moldavia and Wallachia,Many-Years,1859-02-05,1881-05-22
Q12131334,Mina Altân Tepe,P17,country,Q842794,Socialist Republic of Romania,Many-Years,1965-08-21,1989-12-22
Q12143825,Predeal,P17,country,Q842794,Socialist Republic of Romania,Many-Years,1965-08-21,1989-12-22
Q6070729,Eskişehir railway station,P137,operator,Q28220389,Anatolian Baghdad Railways,Many-Years,1924-03-03,1927-05-23
Q12087472,Valea Cucului,P17,country,Q203493,Kingdom of Romania,Many-Years,1881-05-22,1947-12-30
Q20046152,Roque Aras,P102,member of political party,Q657089,Workers' Party,Many-Years,1986-01-01,2000-01-01
Q1029,Mozambique,P35,head of state,Q208355,Joaquim Chissano,Many-Years,1990-12-01,2005-02-02
Q5355238,Clarence,P1410,number of seats in assembly,1.0,1.0,Many-Years,1859-01-01,1920-01-01
Q5540467,George Henry Moore,P39,position held,Q41582556,member of the 16th Parliament of the United Kingdom,Many-Years,1852-07-07,1857-03-21
Q1562843,Tej Bunnag,P39,position held,Q30277894,Thai Ambassador to China,Many-Years,1986-01-01,1990-01-01
Q63556,Alice Herz-Sommer,P551,residence,Q801,Israel,Many-Years,1949-01-01,1986-01-01
