property,entity,frequency,timeline_entry_count,evaluated_n_statements
P39,Q10346258,A-Few-Years,3,3
P39,Q3027205,Many-Years,4,4
P39,Q4727559,A-Few-Years,3,3
P39,Q3069352,A-Few-Years,3,3
P39,Q311425,A-Few-Years,3,3
P39,Q315618,A-Few-Years,3,3
P39,Q685146,A-Few-Years,3,3
P39,Q328907,A-Few-Years,4,4
P39,Q10311484,A-Few-Years,4,4
P39,Q124450511,A-Few-Years,6,6
P39,Q124450827,A-Few-Years,4,4
P39,Q1701504,Many-Years,4,4
P39,Q3067471,Many-Years,3,3
P39,Q3371217,A-Few-Years,3,3
P39,Q456235,A-Few-Years,3,3
P39,Q47461400,A-Few-Years,5,5
P39,Q50619103,A-Few-Years,5,5
P39,Q50623313,A-Few-Years,4,4
P39,Q50673300,A-Few-Years,3,3
P39,Q50747037,A-Few-Years,3,3
P39,Q50760252,A-Few-Years,8,8
P39,Q5078504,Many-Years,3,3
P39,Q50826713,A-Year,7,7
P39,Q50889793,A-Few-Years,4,4
P39,Q50918415,A-Few-Years,4,4
P39,Q50941282,A-Few-Years,6,6
P39,Q51003407,A-Few-Years,3,3
P39,Q55671818,Many-Years,3,3
P39,Q5583260,A-Few-Years,3,3
P39,Q5920219,A-Few-Years,3,3
P39,Q6001499,Many-Years,3,3
P39,Q60323212,A-Year,3,3
P39,Q6230338,A-Few-Years,3,3
P39,Q65681722,A-Year,4,4
P39,Q76622,A-Few-Years,4,4
P39,Q90516,Many-Years,3,3
P39,Q97096809,A-Few-Years,4,4
P39,Q1222104,A-Few-Years,5,5
P39,Q1739670,A-Few-Years,4,4
P39,Q2374225,A-Few-Years,5,5
P39,Q449899,A-Few-Years,6,6
P39,Q16576484,A-Few-Years,3,3
P39,Q19361808,A-Few-Years,3,3
P39,Q19850592,Many-Years,3,3
P39,Q24066024,A-Few-Years,3,3
P39,Q3619680,A-Few-Years,3,3
P39,Q3645805,A-Few-Years,3,3
P39,Q3723022,A-Few-Years,4,4
P39,Q3767132,A-Few-Years,4,4
P39,Q3768548,A-Year,3,3
P39,Q3772794,A-Few-Years,4,4
P39,Q3839532,A-Few-Years,4,4
P39,Q3846003,A-Few-Years,3,3
P39,Q3847447,A-Few-Years,4,4
P39,Q4003347,A-Few-Years,3,3
P39,Q56706808,A-Few-Years,3,3
P39,Q6278403,A-Few-Years,3,3
P39,Q4579047,A-Few-Years,3,3
P39,Q4584505,A-Few-Years,3,3
P39,Q6372317,A-Year,4,4
P39,Q4919940,A-Few-Years,3,3
P39,Q7154010,A-Few-Years,5,5
P39,Q106046270,A-Few-Years,3,3
P39,Q44080964,A-Few-Years,3,3
P39,Q11719209,A-Few-Years,3,3
P39,Q26711443,Many-Years,3,3
P39,Q9359224,A-Few-Years,3,3
P39,Q461900,A-Few-Years,4,4
P39,Q26678275,A-Few-Years,3,3
P39,Q7412510,A-Few-Years,3,3
P39,Q1299331,Many-Years,3,3
P39,Q1511739,A-Few-Years,3,3
P39,Q1691078,A-Few-Years,4,4
P39,Q88891046,A-Few-Years,3,3
P39,Q117318769,A-Few-Years,4,4
P39,Q1436126,A-Few-Years,3,3
P39,Q16269678,A-Few-Years,3,3
P39,Q88959588,A-Few-Years,6,6
P39,Q7343271,A-Few-Years,6,6
P39,Q117440534,A-Year,8,8
P39,Q30329745,Many-Years,3,3
P39,Q6145050,A-Few-Years,3,3
P39,Q1547030,A-Few-Years,4,4
P39,Q12300801,A-Few-Years,3,3
P39,Q123431202,A-Few-Years,7,7
P39,Q123779312,A-Few-Years,7,7
P39,Q12727119,A-Few-Years,3,3
P39,Q16003830,A-Few-Years,3,3
P39,Q2401009,A-Few-Years,3,3
P39,Q26085234,A-Few-Years,3,3
P39,Q29021451,Many-Years,3,3
P39,Q365856,A-Few-Years,4,4
P39,Q50397861,A-Few-Years,4,4
P39,Q50555553,Many-Years,3,3
P39,Q50761959,A-Few-Years,5,5
P39,Q50764529,A-Few-Years,3,3
P39,Q5076622,A-Few-Years,6,6
P39,Q50891915,A-Few-Years,8,8
P39,Q50997949,A-Few-Years,8,8
P39,Q51001386,A-Few-Years,4,4
P39,Q51078721,A-Few-Years,6,6
P39,Q5957148,Many-Years,3,3
P39,Q6133948,Many-Years,3,3
P39,Q6251323,A-Few-Years,3,3
P39,Q7348071,A-Few-Years,3,3
P39,Q7964713,A-Few-Years,3,3
P39,Q93375,A-Few-Years,3,3
P39,Q964403,A-Few-Years,4,4
P39,Q10295568,A-Few-Years,4,4
P39,Q12311391,A-Few-Years,3,3
P39,Q12322329,Many-Years,3,3
P39,Q12333250,A-Few-Years,3,3
P39,Q140181325,A-Few-Years,4,4
P39,Q23810840,A-Few-Years,3,3
P39,Q47314690,A-Few-Years,3,3
P39,Q82537284,A-Few-Years,5,5
P39,Q20480744,A-Year,3,3
P39,Q611917,A-Few-Years,4,4
P39,Q10860742,A-Few-Years,3,3
P39,Q135273056,A-Few-Years,5,5
P39,Q15909081,A-Few-Years,3,3
P39,Q124727694,A-Few-Years,4,4
P39,Q428605,Many-Years,3,3
P39,Q91025,Many-Years,3,3
P39,Q135321431,Many-Years,3,3
P39,Q16045074,Many-Years,3,3
P39,Q3366368,A-Few-Years,3,3
P39,Q110363465,Many-Years,3,3
P39,Q101089550,A-Few-Years,3,3
P39,Q105757097,Many-Years,3,3
P39,Q111263351,A-Few-Years,4,4
P39,Q111976529,Many-Years,4,4
P39,Q112194597,A-Few-Years,5,5
P39,Q112225232,A-Few-Years,3,3
P39,Q112225239,A-Few-Years,5,5
P39,Q112225241,Many-Years,3,3
P39,Q112225245,A-Few-Years,4,4
P39,Q112225254,A-Few-Years,4,4
P39,Q113374822,A-Few-Years,5,5
P39,Q113376391,A-Few-Years,5,5
P39,Q113389100,A-Few-Years,8,8
P39,Q113499849,A-Few-Years,3,3
P39,Q11857383,Many-Years,3,3
P39,Q11927821,Many-Years,3,3
P39,Q11928500,A-Few-Years,3,3
P39,Q11972686,Many-Years,3,3
P39,Q120575400,A-Year,3,3
P39,Q12150649,A-Few-Years,3,3
P39,Q123368193,A-Few-Years,3,3
P39,Q123368230,A-Few-Years,3,3
P39,Q123368236,A-Few-Years,3,3
P39,Q123368295,A-Few-Years,5,5
P39,Q123368313,A-Few-Years,4,4
P39,Q123368404,A-Few-Years,3,3
P39,Q123368478,A-Few-Years,6,6
P39,Q123368843,A-Few-Years,3,3
P39,Q123369023,A-Few-Years,3,3
P39,Q123369067,A-Few-Years,3,3
P39,Q123369124,A-Few-Years,3,3
P39,Q123369134,A-Few-Years,3,3
P39,Q123369189,A-Few-Years,3,3
P39,Q123369196,A-Few-Years,3,3
P39,Q123369230,A-Few-Years,3,3
P39,Q124812794,A-Few-Years,7,7
P39,Q12483133,A-Few-Years,3,3
P39,Q126917196,A-Few-Years,3,3
P39,Q1283214,A-Few-Years,5,5
P39,Q130215103,A-Few-Years,3,3
P39,Q136479611,Many-Years,3,3
P39,Q1387518,A-Few-Years,3,3
P39,Q1406115,A-Few-Years,3,3
P39,Q1416234,A-Few-Years,3,3
P39,Q1419736,A-Few-Years,3,3
P39,Q1498629,A-Few-Years,3,3
P39,Q15431585,A-Few-Years,3,3
P39,Q1669969,A-Few-Years,3,3
P39,Q16735164,A-Few-Years,4,4
P39,Q1744947,Many-Years,3,3
P39,Q188386,A-Few-Years,3,3
P39,Q1954003,A-Few-Years,7,7
P39,Q19629254,A-Few-Years,4,4
P39,Q1964151,A-Few-Years,4,4
P39,Q1996650,A-Few-Years,3,3
P39,Q2005962,A-Few-Years,3,3
P39,Q2075776,A-Few-Years,5,5
P39,Q214776,A-Few-Years,3,3
P39,Q21490739,A-Few-Years,3,3
P39,Q22337958,A-Year,4,4
P39,Q23908145,A-Few-Years,3,3
P39,Q2465745,Many-Years,4,4
P39,Q2657720,A-Few-Years,5,5
P39,Q2804834,A-Few-Years,3,3
P39,Q2829768,A-Few-Years,3,3
P39,Q28878308,A-Few-Years,5,5
P39,Q3018617,A-Few-Years,4,4
P39,Q3036086,A-Few-Years,6,6
P39,Q3089590,Many-Years,4,4
P39,Q3105967,A-Few-Years,6,6
P39,Q31296420,A-Few-Years,3,3
P39,Q3171810,Many-Years,3,3
P39,Q3296213,A-Few-Years,4,4
P39,Q32998703,A-Few-Years,4,4
P39,Q3309097,A-Few-Years,3,3
P39,Q3309735,A-Few-Years,3,3
P39,Q33104612,A-Few-Years,3,3
P39,Q33178250,A-Few-Years,7,7
P39,Q33283620,A-Few-Years,5,5
P39,Q3347275,A-Few-Years,5,5
P39,Q3364689,A-Few-Years,3,3
P39,Q3384617,A-Few-Years,3,3
P39,Q379530,Many-Years,3,3
P39,Q42592095,Many-Years,3,3
P39,Q446995,A-Few-Years,3,3
P39,Q4758701,A-Few-Years,3,3
P39,Q49433747,A-Few-Years,5,5
P39,Q50334638,A-Few-Years,3,3
P39,Q5112592,A-Few-Years,3,3
P39,Q5113430,A-Few-Years,3,3
P39,Q529900,A-Few-Years,3,3
P39,Q54733260,Many-Years,3,3
P39,Q5515376,A-Few-Years,3,3
P39,Q5549761,A-Few-Years,3,3
P39,Q5576708,A-Few-Years,3,3
P39,Q55997165,A-Few-Years,4,4
P39,Q57593371,A-Few-Years,3,3
P39,Q5891656,A-Few-Years,4,4
P39,Q5983859,A-Few-Years,4,4
P39,Q60299960,Many-Years,3,3
P39,Q61293404,A-Few-Years,8,8
P39,Q6143796,A-Few-Years,3,3
P39,Q61638538,A-Few-Years,4,4
P39,Q61747114,A-Few-Years,8,8
P39,Q62076503,A-Few-Years,3,3
P39,Q6291941,A-Few-Years,6,6
P39,Q629550,A-Few-Years,3,3
P39,Q63112021,A-Few-Years,7,7
P39,Q64896244,A-Few-Years,3,3
P39,Q67923341,A-Few-Years,3,3
P39,Q68769631,A-Few-Years,5,5
P39,Q6914519,A-Few-Years,3,3
P39,Q7121505,Many-Years,3,3
P39,Q81301517,A-Few-Years,3,3
P39,Q82289426,A-Few-Years,3,3
P39,Q85349341,A-Few-Years,3,3
P39,Q85870649,Many-Years,3,3
P39,Q85902319,A-Few-Years,6,6
P39,Q86790,Many-Years,4,4
P39,Q88532782,A-Few-Years,5,5
P39,Q97329,A-Few-Years,3,3
P39,Q97500756,Many-Years,3,3
P39,Q98539515,A-Few-Years,3,3
P39,Q2336213,A-Few-Years,6,6
P39,Q6300532,A-Few-Years,3,3
P39,Q125591422,A-Few-Years,3,3
P39,Q16590483,A-Few-Years,5,5
P39,Q17364249,A-Few-Years,5,5
P39,Q17453264,A-Few-Years,3,3
P39,Q18222955,A-Few-Years,3,3
P39,Q18419181,A-Few-Years,4,4
P39,Q18590055,A-Few-Years,4,4
P39,Q18617558,A-Few-Years,4,4
P39,Q18814579,Many-Years,3,3
P39,Q19060647,A-Few-Years,3,3
P39,Q19361805,A-Few-Years,3,3
P39,Q19614742,A-Few-Years,4,4
P39,Q19869201,A-Few-Years,3,3
P39,Q20876925,A-Few-Years,3,3
P39,Q27467967,A-Few-Years,4,4
P39,Q3605705,A-Few-Years,5,5
P39,Q3619074,A-Few-Years,6,6
P39,Q3645809,A-Few-Years,4,4
P39,Q3760935,A-Few-Years,7,7
P39,Q3765411,A-Few-Years,3,3
P39,Q3848803,A-Few-Years,3,3
P39,Q3929095,A-Few-Years,3,3
P39,Q47542642,A-Few-Years,3,3
P39,Q62651187,A-Few-Years,3,3
P39,Q6984061,A-Few-Years,9,9
P39,Q72856,A-Few-Years,3,3
P39,Q108688797,A-Year,5,5
P39,Q106678870,A-Few-Years,3,3
P39,Q12657819,A-Few-Years,3,3
P39,Q132977489,A-Few-Years,3,3
P39,Q5448551,A-Few-Years,4,4
P39,Q7410989,A-Few-Years,3,3
P39,Q1066568,A-Few-Years,8,8
P39,Q11800932,A-Few-Years,4,4
P39,Q11801410,A-Few-Years,5,5
P39,Q11801709,A-Few-Years,8,8
P39,Q11801875,A-Few-Years,4,4
P39,Q11802744,A-Year,4,4
P39,Q11803187,A-Few-Years,5,5
P39,Q11803774,A-Few-Years,3,3
P39,Q1346375,A-Few-Years,3,3
P39,Q13530021,A-Few-Years,4,4
P39,Q1355040,A-Few-Years,7,7
P39,Q13582500,A-Few-Years,6,6
P39,Q14945396,A-Year,3,3
P39,Q1506864,A-Few-Years,11,11
P39,Q15260662,A-Year,7,7
P39,Q15433949,A-Few-Years,6,6
P39,Q15990054,A-Year,7,7
P39,Q15990334,A-Few-Years,3,3
P39,Q16065567,A-Year,4,4
P39,Q16065995,A-Year,4,4
P39,Q16066161,A-Few-Years,5,5
P39,Q16066415,A-Year,3,3
P39,Q16741852,A-Year,4,4
P39,Q16885499,A-Few-Years,11,11
P39,Q16887005,A-Few-Years,7,7
P39,Q1700959,A-Year,3,3
P39,Q17180500,A-Few-Years,4,4
P39,Q17180507,A-Few-Years,5,5
P39,Q17180636,A-Few-Years,5,5
P39,Q17279316,A-Few-Years,4,4
P39,Q17308768,A-Year,4,4
P39,Q18161607,A-Few-Years,6,6
P39,Q18922127,A-Few-Years,6,6
P39,Q19902309,Many-Years,3,3
P39,Q20747860,A-Year,4,4
P39,Q20932072,A-Year,3,3
P39,Q21117476,A-Year,5,5
P39,Q21165490,A-Few-Years,11,11
P39,Q21548661,A-Few-Months,4,4
P39,Q21556542,A-Few-Years,7,7
P39,Q22020000,A-Few-Years,5,5
P39,Q22020051,A-Few-Years,5,5
P39,Q22020670,A-Year,5,5
P39,Q22039458,A-Year,6,6
P39,Q22039617,A-Few-Years,3,3
P39,Q22344373,A-Year,4,4
P39,Q24155163,A-Few-Years,5,5
P39,Q24192596,A-Few-Years,9,9
P39,Q24239144,A-Few-Years,5,5
P39,Q24239146,A-Few-Years,7,7
P39,Q24239148,A-Year,3,3
P39,Q24239150,A-Few-Months,3,3
P39,Q24248900,A-Few-Years,3,3
P39,Q24248901,A-Few-Years,8,8
P39,Q24254288,A-Few-Years,7,7
P39,Q24254646,A-Year,3,3
P39,Q24254748,A-Few-Years,3,3
P39,Q24254839,A-Few-Years,4,4
P39,Q24254865,A-Few-Years,5,5
P39,Q24254895,A-Few-Years,3,3
P39,Q24254979,A-Few-Years,7,7
P39,Q24254984,A-Few-Months,3,3
P39,Q24568588,A-Few-Years,8,8
P39,Q24568589,A-Year,3,3
P39,Q24568591,A-Few-Years,3,3
P39,Q24568662,A-Few-Years,7,7
P39,Q24568675,A-Few-Years,3,3
P39,Q24568677,A-Few-Years,4,4
P39,Q24568683,A-Few-Years,3,3
P39,Q25927689,A-Few-Years,6,6
P39,Q26000797,A-Few-Years,8,8
P39,Q26000861,A-Few-Years,4,4
P39,Q26033702,A-Few-Years,5,5
P39,Q26196571,A-Year,4,4
P39,Q26203930,A-Few-Years,4,4
P39,Q26203975,A-Few-Years,6,6
P39,Q26203976,A-Few-Years,7,7
P39,Q26213079,A-Few-Years,3,3
P39,Q26213089,A-Few-Years,7,7
P39,Q26213256,A-Few-Years,7,7
P39,Q26213260,A-Year,4,4
P39,Q26213262,A-Few-Years,5,5
P39,Q26213982,A-Year,5,5
P39,Q26220727,A-Year,4,4
P39,Q26234476,A-Few-Years,3,3
P39,Q26234507,A-Year,3,3
P39,Q26234598,A-Few-Years,3,3
P39,Q26235885,A-Few-Years,6,6
P39,Q26235996,A-Few-Years,5,5
P39,Q26237448,A-Few-Years,6,6
P39,Q26242228,A-Few-Years,7,7
P39,Q26258168,A-Year,5,5
P39,Q26262769,A-Few-Years,7,7
P39,Q26262787,A-Few-Years,4,4
P39,Q26262792,A-Few-Years,5,5
P39,Q26262793,A-Few-Years,3,3
P39,Q26262794,A-Few-Years,3,3
P39,Q26262798,A-Few-Years,4,4
P39,Q26262863,A-Few-Months,3,3
P39,Q2932791,A-Year,4,4
P39,Q332595,A-Few-Years,10,10
P39,Q333469,A-Few-Years,8,8
P39,Q335449,A-Year,8,8
P39,Q335529,A-Few-Years,4,4
P39,Q3525682,A-Few-Years,6,6
P39,Q3809125,A-Year,3,3
P39,Q4057244,A-Few-Years,4,4
P39,Q43895,A-Few-Years,4,4
P39,Q4404612,A-Year,3,3
P39,Q4719885,A-Few-Years,5,5
P39,Q4757523,A-Year,3,3
P39,Q4798751,A-Few-Years,4,4
P39,Q4799988,A-Few-Months,3,3
P39,Q495977,A-Few-Years,6,6
P39,Q49822556,A-Year,4,4
P39,Q5075839,A-Few-Years,5,5
P39,Q5075925,A-Year,4,4
P39,Q5080647,A-Few-Years,5,5
P39,Q5216731,A-Few-Years,8,8
P39,Q5257434,A-Few-Years,5,5
P39,Q5314705,A-Few-Years,5,5
P39,Q5345379,A-Year,5,5
P39,Q5345591,A-Few-Years,7,7
P39,Q5346010,A-Few-Years,9,9
P39,Q5498436,A-Year,3,3
P39,Q5537511,A-Few-Years,8,8
P39,Q5537867,A-Few-Years,7,7
P39,Q5538175,A-Year,4,4
P39,Q5541503,A-Few-Years,6,6
P39,Q5591064,A-Year,7,7
P39,Q5596937,A-Few-Years,3,3
P39,Q5718910,A-Year,4,4
P39,Q5721603,A-Few-Years,3,3
P39,Q5722150,A-Few-Years,7,7
P39,Q5722860,A-Few-Months,4,4
P39,Q5723318,A-Few-Years,5,5
P39,Q5728613,A-Year,3,3
P39,Q5730028,A-Few-Years,9,9
P39,Q6130302,A-Year,5,5
P39,Q6138142,A-Few-Years,8,8
P39,Q6138829,A-Few-Years,5,5
P39,Q6140050,A-Year,6,6
P39,Q6231363,A-Few-Years,4,4
P39,Q6235765,A-Few-Years,3,3
P39,Q6238860,A-Few-Years,3,3
P39,Q6244393,A-Year,5,5
P39,Q6245083,A-Few-Months,3,3
P39,Q6248836,A-Few-Years,3,3
P39,Q6249442,A-Few-Years,3,3
P39,Q6252527,A-Few-Years,7,7
P39,Q6256763,A-Few-Years,3,3
P39,Q6257037,A-Year,3,3
P39,Q6259508,A-Few-Years,7,7
P39,Q6264072,A-Year,4,4
P39,Q6264993,A-Year,9,9
P39,Q6285775,A-Few-Years,9,9
P39,Q6679059,A-Few-Years,4,4
P39,Q6679188,A-Few-Years,4,4
P39,Q6679423,A-Few-Years,6,6
P39,Q6679449,A-Few-Years,8,8
P39,Q6758033,A-Few-Years,4,4
P39,Q7146106,A-Year,3,3
P39,Q7153985,A-Few-Years,6,6
P39,Q7167793,A-Few-Years,5,5
P39,Q7184243,A-Few-Years,7,7
P39,Q7287242,A-Few-Years,10,10
P39,Q7287469,A-Few-Years,5,5
P39,Q7326040,A-Few-Years,5,5
P39,Q7326246,A-Few-Years,3,3
P39,Q7326852,A-Few-Years,3,3
P39,Q7328408,A-Few-Years,6,6
P39,Q7333379,A-Few-Years,4,4
P39,Q7342986,A-Few-Years,11,11
P39,Q7344305,A-Few-Years,5,5
P39,Q7346357,A-Few-Years,3,3
P39,Q7350786,A-Few-Years,6,6
P39,Q7356643,A-Few-Years,5,5
P39,Q7396856,A-Few-Years,5,5
P39,Q7525993,A-Year,4,4
P39,Q7526176,A-Few-Years,4,4
P39,Q7526539,A-Few-Years,5,5
P39,Q7526607,A-Few-Years,4,4
P39,Q7526618,A-Few-Years,5,5
P39,Q7526681,A-Few-Years,5,5
P39,Q7526793,A-Few-Years,7,7
P39,Q7526850,A-Year,3,3
P39,Q7526908,A-Few-Years,10,10
P39,Q7526915,A-Few-Years,5,5
P39,Q7527111,A-Few-Years,3,3
P39,Q7527321,A-Year,4,4
P39,Q7527561,A-Few-Years,6,6
P39,Q7527597,A-Few-Years,6,6
P39,Q7527635,A-Few-Years,3,3
P39,Q7527661,A-Few-Years,4,4
P39,Q7527748,A-Few-Years,4,4
P39,Q7527822,A-Year,3,3
P39,Q7528351,A-Year,5,5
P39,Q7528718,A-Few-Years,6,6
P39,Q7529524,A-Few-Months,3,3
P39,Q7529744,A-Few-Years,9,9
P39,Q7529846,A-Year,5,5
P39,Q7576081,A-Year,4,4
P39,Q7576155,A-Few-Years,4,4
P39,Q7598650,A-Year,5,5
P39,Q7789699,A-Few-Months,4,4
P39,Q7789773,A-Year,6,6
P39,Q7790050,A-Few-Years,6,6
P39,Q7790834,A-Few-Years,10,10
P39,Q7794843,A-Few-Years,3,3
P39,Q7794992,A-Year,7,7
P39,Q7959195,A-Few-Years,9,9
P39,Q7964877,A-Few-Years,6,6
P39,Q8005818,A-Few-Years,3,3
P39,Q8012099,A-Year,5,5
P39,Q8012210,A-Few-Years,7,7
P39,Q8014327,A-Few-Years,6,6
P39,Q8015892,A-Few-Years,3,3
P39,Q8016201,A-Few-Years,7,7
P39,Q8016999,A-Year,6,6
P39,Q8017569,A-Few-Years,8,8
P39,Q8020517,A-Few-Years,6,6
P39,Q8040200,A-Few-Years,4,4
P39,Q859822,A-Year,5,5
P39,Q6723932,A-Few-Years,3,3
P39,Q7176052,A-Few-Years,3,3
P39,Q10327088,A-Few-Years,6,6
P39,Q123226960,A-Few-Years,4,4
P39,Q123290191,A-Few-Years,4,4
P39,Q138648105,A-Few-Years,3,3
P39,Q2162796,A-Few-Years,3,3
P39,Q2821199,Many-Years,3,3
P39,Q5444976,A-Few-Years,4,4
P39,Q61873470,A-Few-Years,4,4
P39,Q61873471,A-Few-Years,4,4
P39,Q65168458,A-Few-Years,6,6
P39,Q6685377,Many-Years,3,3
P39,Q7383055,Many-Years,3,3
P39,Q7970357,A-Few-Years,4,4
P39,Q215559,A-Few-Years,3,3
P39,Q115350907,A-Few-Years,6,6
P39,Q5452128,Many-Years,3,3
P39,Q19746108,Many-Years,3,3
P39,Q106913695,A-Few-Years,3,3
P39,Q20666287,A-Few-Months,3,3
P39,Q2959880,A-Few-Months,3,3
P39,Q3010091,A-Year,5,5
P39,Q3364959,A-Few-Years,3,3
P39,Q713308,A-Few-Years,3,3
P39,Q96210362,A-Few-Years,3,3
P39,Q16298045,A-Few-Years,4,4
P39,Q11986538,A-Few-Years,3,3
P39,Q5235368,A-Few-Years,3,3
P39,Q120187327,A-Few-Years,3,3
P39,Q425785,Many-Years,3,3
P39,Q719130,A-Few-Years,3,3
P39,Q708039,A-Few-Years,3,3
P39,Q9090101,A-Few-Years,3,3
P39,Q20480808,A-Few-Years,4,4
P39,Q6783882,A-Few-Years,4,4
P39,Q112325535,A-Few-Years,3,3
P39,Q112325566,A-Few-Years,7,7
P39,Q112325632,A-Year,3,3
P39,Q112325675,A-Few-Years,4,4
P39,Q5256910,A-Few-Years,5,5
P39,Q5549628,Many-Years,3,3
P39,Q466246,A-Few-Years,3,3
P39,Q50888842,A-Few-Years,7,7
P39,Q2829665,Many-Years,3,3
P39,Q6257500,A-Few-Years,3,3
P39,Q2934950,A-Few-Years,3,3
P39,Q6128472,A-Few-Years,3,3
P39,Q1264473,A-Few-Years,3,3
P39,Q12726307,A-Few-Years,4,4
P39,Q3106455,A-Few-Years,3,3
P39,Q1308299,A-Few-Years,4,4
P39,Q100379,A-Few-Years,5,5
P39,Q101095451,A-Few-Years,3,3
P39,Q10278192,A-Few-Years,3,3
P39,Q105598216,A-Few-Years,3,3
P39,Q1103618,Many-Years,3,3
P39,Q11068913,Many-Years,3,3
P39,Q11978715,A-Few-Years,3,3
P39,Q123779173,A-Few-Years,7,7
P39,Q123779251,A-Few-Years,6,6
P39,Q123779273,A-Few-Years,4,4
P39,Q123779380,A-Few-Years,5,5
P39,Q123779396,A-Few-Years,4,4
P39,Q124450859,A-Few-Years,7,7
P39,Q124451195,A-Few-Years,3,3
P39,Q124451459,A-Few-Years,4,4
P39,Q124451479,A-Few-Years,5,5
P39,Q13104811,Many-Years,3,3
P39,Q133582163,Many-Years,3,3
P39,Q15971049,A-Few-Years,3,3
P39,Q1631939,A-Few-Years,3,3
P39,Q1712633,A-Few-Years,3,3
P39,Q1752123,A-Few-Years,4,4
P39,Q183131,A-Few-Years,3,3
P39,Q22018103,A-Few-Years,4,4
P39,Q22694841,Many-Years,3,3
P39,Q236630,Many-Years,3,3
P39,Q241842,A-Few-Years,4,4
P39,Q2761960,A-Few-Years,3,3
P39,Q3363142,Many-Years,3,3
P39,Q351873,A-Few-Years,17,17
P39,Q3588527,A-Year,3,3
P39,Q368717,A-Year,4,4
P39,Q50363301,A-Few-Years,5,5
P39,Q50374722,A-Few-Years,7,7
P39,Q50617606,A-Few-Years,7,7
P39,Q5951489,Many-Years,3,3
P39,Q6082682,A-Few-Years,3,3
P39,Q61639561,A-Few-Years,3,3
P39,Q733045,A-Few-Years,5,5
P39,Q8017638,A-Few-Years,3,3
P39,Q6150336,Many-Years,3,3
P39,Q116160359,A-Few-Years,5,5
P39,Q6775111,A-Few-Years,3,3
P39,Q26036340,A-Few-Years,3,3
P39,Q324321,Many-Years,3,3
P39,Q112118607,A-Year,3,3
P39,Q6282969,A-Few-Years,3,3
P39,Q33209515,A-Few-Years,3,3
P39,Q7290648,A-Few-Years,3,3
P39,Q880779,A-Few-Years,3,3
P39,Q12376940,A-Few-Years,3,3
P39,Q439986,A-Few-Years,4,4
P39,Q99522144,A-Few-Years,4,4
P39,Q6263329,A-Few-Years,5,5
P39,Q107131083,Many-Years,3,3
P39,Q56673203,A-Few-Months,5,5
P39,Q20830351,Many-Years,3,3
P39,Q1185493,A-Few-Years,3,3
P39,Q127157178,A-Few-Years,4,4
P39,Q880736,A-Few-Years,3,3
P39,Q126534629,A-Few-Years,3,3
P39,Q3299736,A-Few-Years,4,4
P39,Q3085387,A-Few-Years,3,3
P39,Q120979546,A-Few-Years,3,3
P39,Q160182,Many-Years,3,3
P39,Q16151660,A-Few-Years,5,5
P39,Q3133488,A-Few-Years,4,4
P39,Q514464,A-Year,4,4
P39,Q116770696,A-Few-Years,3,3
P39,Q484253,A-Few-Years,3,3
P39,Q130753537,A-Year,4,4
P39,Q5175045,A-Few-Years,3,3
P39,Q695855,Many-Years,3,3
P39,Q377417,Many-Years,3,3
P39,Q12525045,A-Few-Years,4,4
P39,Q15090186,A-Few-Years,3,3
P39,Q44217014,A-Few-Years,3,3
P39,Q2429723,A-Few-Years,7,7
P39,Q114024019,A-Few-Years,3,3
P39,Q125726857,A-Few-Years,3,3
P39,Q16586782,A-Few-Years,3,3
P39,Q17276569,A-Few-Years,4,4
P39,Q17552566,A-Year,5,5
P39,Q18816629,Many-Years,3,3
P39,Q22020113,A-Few-Years,3,3
P39,Q2641192,A-Few-Years,3,3
P39,Q2960129,A-Few-Years,3,3
P39,Q8308305,A-Few-Years,4,4
P39,Q113361574,A-Few-Years,3,3
P39,Q3021885,A-Year,4,4
P39,Q33155041,A-Few-Years,3,3
P39,Q111394973,A-Year,4,4
P39,Q114033458,A-Few-Years,3,3
P39,Q140685238,A-Few-Years,8,8
P39,Q11927256,A-Few-Years,3,3
P39,Q23810819,A-Few-Months,3,3
P39,Q342153,A-Few-Years,3,3
P39,Q139996297,A-Few-Years,4,4
P39,Q107452351,A-Year,4,4
P39,Q3228984,A-Few-Years,3,3
P39,Q12612463,A-Year,4,4
P39,Q4503054,A-Year,3,3
P39,Q3160091,A-Year,3,3
P39,Q151735,A-Few-Years,3,3
P39,Q983535,A-Year,5,5
P39,Q113231247,A-Few-Years,3,3
P39,Q3009027,A-Few-Years,3,3
P39,Q8275071,A-Few-Years,3,3
P39,Q73487459,A-Few-Years,5,5
P39,Q16059294,A-Few-Years,3,3
P39,Q140299203,A-Year,4,4
P39,Q110065420,A-Few-Years,3,3
P39,Q25451806,A-Few-Years,3,3
P39,Q28151835,Many-Years,3,3
P39,Q89028293,A-Few-Years,3,3
P39,Q3439046,Many-Years,4,4
P39,Q886900,A-Few-Years,3,3
P39,Q162983,A-Few-Years,5,5
P39,Q24703507,A-Few-Years,3,3
P39,Q140698776,A-Few-Years,3,3
P39,Q124719075,A-Few-Years,3,3
P39,Q20995383,A-Few-Years,3,3
P39,Q124359906,A-Year,3,3
P39,Q7807105,A-Few-Years,3,3
P39,Q109568988,A-Few-Years,3,3
P39,Q13016703,A-Few-Years,6,6
