entity_id,entity,property_id,property,value_id,value,value_unit,frequency,frequency_days,start_time,end_time,query
Q679317,FK Karvan,P286,head coach,Q5456446,Fizuli Mammedov,,A-Few-Months,179.5,2025-11-25,2026-01-01,Who is the head coach of FK Karvan?
Q4052020,U-348,P366,has use,Q8434,education,,A-Few-Months,278.0,1943-08-10,1944-03-31,What is the use of U-348?
Q139631406,Ole Traasdahl,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Few-Months,75,1942-07-11,1942-09-20,What is the place of detention of Ole Traasdahl?
Q138607059,Lars Olai Andersen Møgster,P2632,place of detention,Q637411,Grini detention camp,,A-Few-Months,84,1943-01-30,1943-02-27,Where was Lars Olai Andersen Møgster detained?
Q132885,Olympique de Marseille,P286,head coach,Q518454,José Anigo,,A-Few-Months,244,2013-12-09,2014-06-30,Who is the head coach of Olympique de Marseille?
Q138368077,Olaf Eliassen,P2632,place of detention,Q140458793,Kristiansand kretsfengsel,,A-Few-Months,127.0,1943-03-07,1943-03-10,Where was Olaf Eliassen detained?
Q138362593,Fredrik Nannestad Brekke,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Few-Months,82.5,1943-12-24,1944-05-18,What was the place of detention of Fredrik Nannestad Brekke?
Q139644869,Albrecht Halvor Paul Eika,P2632,place of detention,Q140459371,Sverige,,A-Few-Months,60,1945-04-30,,Where was Albrecht Halvor Paul Eika detained?
Q138373605,Helge Imerslund,P2632,place of detention,Q140459457,"Akershus festning, Kriegswehrmachtsgefängnis",,A-Few-Months,132,1944-07-29,1944-09-05,Where was Helge Imerslund detained?
Q6319842,János Vass,P39,position held,Q117479722,lord-lieutenant of Heves County,,A-Few-Months,273.0,1917-07-25,1918-03-06,What position did János Vass hold?
Q139637359,Samuel Konrad Trones,P2632,place of detention,Q2217762,Falstad concentration camp,,A-Few-Months,103.5,1944-03-03,1944-09-20,Where was Samuel Konrad Trones detained?
Q138378088,Tor Petter Njølstad,P2632,place of detention,Q140459463,Sennheim,,A-Few-Months,181.0,1944-11-26,1944-11-14,Where was Tor Petter Njølstad detained?
Q139630020,Knut Bernhard Lunde Chruickshank,P2632,place of detention,Q140459457,"Akershus festning, Kriegswehrmachtsgefängnis",,A-Few-Months,61.5,1941-10-27,1941-11-10,Where was Knut Bernhard Lunde Chruickshank detained?
Q138370118,Carl Severin Bjurstedt,P2632,place of detention,Q140459707,Frøslev,,A-Few-Months,145.0,1945-04-21,1945-04-30,Where was Carl Severin Bjurstedt detained?
Q138359279,Konrad Emil Knutsen Io,P2632,place of detention,Q140459506,Ulven,,A-Few-Months,133,1941-05-31,1941-11-24,Where was Konrad Emil Knutsen Io detained?
Q139642594,Bjarne Nilsen,P2632,place of detention,Q140459434,Tyskland,,A-Few-Months,165,1941-11-28,1942-05-10,Where was Bjarne Nilsen detained?
Q138375523,Anker Mathias Kristiansen,P2632,place of detention,Q140459442,Åkebergveien (Oslo kretsfengsel avd. B),,A-Few-Months,83.5,1943-11-02,1944-04-01,Where was Anker Mathias Kristiansen detained?
Q139648670,Odvar Ludvik Olsen,P2632,place of detention,Q140459456,Trondheim,,A-Few-Months,62,1941-11-01,1941-12-11,Where was Odvar Ludvik Olsen detained?
Q11701,United States House of Representatives,P488,chairperson,Q19880665,Mike Johnson,,A-Few-Months,268,2023-10-25,,Who is the chairperson of the United States House of Representatives?
Q138375571,Rolf Alexander Kristoffersen,P2632,place of detention,Q637411,Grini detention camp,,A-Few-Months,246.5,1943-03-05,1943-04-07,Where was Rolf Alexander Kristoffersen detained?
Q139649252,Arve Hærem Gulbrandsen,P2632,place of detention,Q140459441,Møllergata 19,,A-Few-Months,139.5,1942-10-23,1942-11-03,Where was Arve Hærem Gulbrandsen detained?
Q22255324,Styx II,P608,exhibition history,Q111830362,"Augenecho : Kurt Kocherscheidt - Malerei, Elfie Semotan - Fotografie",,A-Few-Months,268.5,2008-10-17,2009-04-13,What is the exhibition history of Styx II?
Q120790265,Fanny Anor,P39,position held,Q131840644,directeur de cabinet du ministre de l'Éducation nationale,,A-Few-Months,237.0,2023-07-21,2024-01-10,What position did Fanny Anor hold?
Q139651267,Rolf Nordahl Hanssen,P2632,place of detention,Q140459748,Aussendienststelle Kristiansand (Arkivet),,A-Few-Months,181.0,1944-11-29,1944-12-13,Where was Rolf Nordahl Hanssen detained?
Q11338080,Horatio Nelson Jackson,P410,"military, police or special rank",Q104680,colonel,,A-Few-Months,359.5,1923-08-07,,"What military, police, or special rank did Horatio Nelson Jackson hold?"
Q99607890,Sebastián Rolandi Barragán,P39,position held,Q40897543,gobernador civil de Soria,,A-Few-Months,234,1874-01-31,1874-02-03,What position did Sebastián Rolandi Barragán hold?
Q137907838,"Chicago, naissance d'une métropole (1872-1922)",P276,location,Q239303,Art Institute of Chicago,,A-Few-Months,144.0,1988-07-16,1988-09-05,"What is the location of Chicago, naissance d'une métropole (1872-1922)?"
Q5076862,"Charles Dickson, Lord Dickson",P39,position held,Q41582581,member of the 30th Parliament of the United Kingdom,,A-Few-Months,322,1910-12-03,1915-07-01,"What position did Charles Dickson, Lord Dickson hold?"
Q4890986,XIII International Brigade,P4791,commanded by,Q57730,Wilhelm Zaisser,,A-Few-Months,304.0,1936-12-01,1937-07-01,Who commanded XIII International Brigade?
Q138359219,Johan Albert Flønes,P2632,place of detention,Q140459340,Kristiansten festning,,A-Few-Months,293.5,1943-05-19,1943-05-19,Where was Johan Albert Flønes detained?
Q139633058,Knud Tjomsland,P2632,place of detention,Q140459443,Berg,,A-Few-Months,114.0,1945-02-04,,Where was Knud Tjomsland detained?
Q139653582,Fritz Hirsch,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Few-Months,76,1942-09-03,1942-11-18,Where was Fritz Hirsch detained?
Q5171227,Cornelis Ekkart,P2632,place of detention,Q2653504,Stalag 371 Stanislau,,A-Few-Months,138,1942-08-08,1944-01-17,Where was Cornelis Ekkart detained?
Q4963756,Brian Fleming,P39,position held,Q654291,Teachta Dála,,A-Few-Months,301.5,1981-06-30,1982-01-27,What position did Brian Fleming hold?
Q1001862,Bueng Kan,P6,head of government,Q15622313,Thongchai Lueadule,,A-Few-Months,200.0,2012-11-19,2013-06-20,Who is the head of government of Bueng Kan?
Q139651311,Mietek Krakowski,P2632,place of detention,Q140459448,Trondheim kretsfengsel avd. A (Vollan),,A-Few-Months,61.0,1944-04-11,1944-04-29,Where was Mietek Krakowski detained?
Q111256862,Hart voor Veghel,P1410,number of seats in assembly,,4.0,unitless,A-Few-Months,178,2009-08-20,2010-04-20,How many seats does Hart voor Veghel hold in the assembly?
Q139631023,Olaf Irgens,P2632,place of detention,Q140459491,Bergen kretsfengsel,,A-Few-Months,354.0,1943-10-22,1943-11-22,Where was Olaf Irgens detained?
Q106640935,"Minister of Research, Innovation and Digitalization",P1308,position holder,Q104508044,Bogdan Ivan,,A-Few-Months,216.0,2023-06-15,2024-12-23,"Who holds the position of Minister of Research, Innovation and Digitalization?"
Q133591,Lester Ellis,P166,award received,Q137999471,IBO World Lightweight Champion,,A-Few-Months,129,1995-03-10,1995-01-01,What award did Lester Ellis receive?
Q137893297,Landon Moore,P54,member of sports team,Q7401264,Saint Francis Red Wolves men's basketball,,A-Year,548.0,2022-01-01,2023-01-01,Which sports team is Landon Moore a member of?
Q6539339,Li Zhuangfei,P54,member of sports team,Q1046367,Shandong Taishan F.C.,,A-Year,365,2006-01-01,2006-01-01,Which sports team is Li Zhuangfei a member of?
Q42373053,Conrado Buchanelli Holz,P54,member of sports team,Q220863,SC Oțelul Galați,,A-Year,365.0,2025-09-07,2026-07-07,Which sports team is Conrado Buchanelli Holz a member of?
Q48749799,Airbus A310 Zero-G,P426,aircraft registration,,10+21,,A-Year,396.0,1991-08-27,2015-03-18,What is the aircraft registration of Airbus A310 Zero-G?
Q23883134,Ahmed Al-Sulami,P54,member of sports team,Q12247594,Damac Club,,A-Year,365.5,2007-01-01,2012-01-01,Which sports team is Ahmed Al-Sulami a member of?
Q1445210,Luca Birigozzi,P54,member of sports team,Q1785447,S.S. Sambenedettese Calcio,,A-Year,366,1984-01-01,1985-01-01,Which sports team is Luca Birigozzi a member of?
Q6300302,Juan Manuel Azconzábal,P54,member of sports team,Q214940,Estudiantes de La Plata,,A-Year,365.5,1994-01-01,2002-01-01,Which sports team is Juan Manuel Azconzábal a member of?
Q125636930,Gyula Kittl,P54,member of sports team,Q633521,FC Lugano,,A-Year,365.5,1932-01-01,1933-01-01,Which sports team is Gyula Kittl a member of?
Q137894413,Phillip Russell,P54,member of sports team,Q16969659,Saint Louis Billikens men's basketball,,A-Year,366,2020-01-01,2021-01-01,Which sports team is Phillip Russell a member of?
Q481370,Muriel Gustavo Becker,P54,member of sports team,Q204675,Associação Portuguesa de Desportos,,A-Year,548.0,2009-01-01,2009-01-01,Which sports team is Muriel Gustavo Becker a member of?
Q16218635,Eva Lutz,P54,member of sports team,Q316593,Noris Cycling,,A-Year,365.5,2006-01-01,2009-01-01,What sports team is Eva Lutz a member of?
Q3617247,Angelo Tasca,P54,member of sports team,Q2084931,A.S.D. Igea Virtus Barcellona,,A-Year,366,2000-01-01,2001-01-01,Which sports team is Angelo Tasca a member of?
Q6453275,Károly Graszl,P54,member of sports team,Q674428,Kaposvári Rákóczi FC,,A-Year,548.0,2007-01-01,2009-01-01,Which sports team is Károly Graszl a member of?
Q19538849,Sami Larabi,P54,member of sports team,Q56150474,Toulouse FC II,,A-Year,365.0,2013-01-01,2014-01-01,Which sports team is Sami Larabi a member of?
Q7356487,Roddy Hunter,P54,member of sports team,Q1059399,Dumbarton F.C.,,A-Year,548.0,2009-01-01,2010-01-01,What sports team is Roddy Hunter a member of?
Q8986563,Lian Xiao,P468,dan/kyu rank,Q23008961,2 dan in go,,A-Year,365.5,2008-07-01,2009-07-01,What is the dan/kyu rank of Lian Xiao?
Q1737186,Tim Petersen,P54,member of sports team,Q155186,FC Carl Zeiss Jena,,A-Year,548.0,2008-01-01,2010-01-01,What sports team is Tim Petersen a member of?
Q3173269,Jean Louis Rieul de Viefville des Essarts,P39,position held,Q75584936,Prefect of Sègre,,A-Year,548.0,1812-01-01,1813-01-01,What position did Jean Louis Rieul de Viefville des Essarts hold?
Q15831066,Klayton da Silva,P54,member of sports team,Q429998,Bacabal Esporte Clube,,A-Year,548.0,2010-01-01,2011-01-01,Which sports team is Klayton da Silva a member of?
Q7490907,Shaun Marshall,P54,member of sports team,Q2494190,King's Lynn F.C.,,A-Year,365,2006-01-01,2007-01-01,Which sports team is Shaun Marshall a member of?
Q5923809,Hristo Stamboliyski,P54,member of sports team,Q7119066,PFC Chavdar Byala Slatina,,A-Year,365,2011-01-01,2011-01-01,Which sports team is Hristo Stamboliyski a member of?
Q4710657,Albert Kuqi,P54,member of sports team,Q6668012,Lohjan Pallo,,A-Year,365.0,2009-01-01,2009-01-01,Which sports team is Albert Kuqi a member of?
Q1409054,Piero Betello,P54,member of sports team,Q2641,SSC Napoli,,A-Year,548.0,1957-01-01,1959-01-01,Which sports team is Piero Betello a member of?
Q16231536,Sean Bateau,P54,member of sports team,Q1067178,Charlotte Eagles,,A-Year,365,2012-01-01,2012-01-01,What sports team is Sean Bateau a member of?
Q115221315,Germán Menéndez,P6087,coach of sports team,Q12278,Sporting de Gijón,,A-Year,365.5,1960-01-01,1961-01-01,Which sports team does Germán Menéndez coach?
Q218095,Wolnei Caio,P54,member of sports team,Q221695,Grêmio FBPA,,A-Year,366.0,1987-01-01,1987-01-01,Which sports team is Wolnei Caio a member of?
Q7413162,Samy Derras,P54,member of sports team,Q611222,Treviso F.B.C. 1993,,A-Year,366,2009-01-01,2010-01-01,Which sports team is Samy Derras a member of?
Q21089173,Jurica Jeleć,P54,member of sports team,Q31420,NK Aluminij,,A-Year,365,2012-01-01,2013-01-01,What sports team is Jurica Jeleć a member of?
Q1602937,Hellmut Königshaus,P39,position held,Q1939555,member of the German Bundestag,,A-Year,424,2004-08-20,2005-10-18,What position did Hellmut Königshaus hold?
Q423008,Roberto Caruso,P54,member of sports team,Q26512,GW Shimano-Sidermec,,A-Year,365.5,1991-01-01,1991-01-01,Which sports team is Roberto Caruso a member of?
Q139656906,Harald Ulrik Sverdrup-Thygeson,P2632,place of detention,Q637411,Grini detention camp,,A-Year,422.5,1942-12-12,1944-03-11,Where was Harald Ulrik Sverdrup-Thygeson detained?
Q3009951,Cédric Rosalen,P54,member of sports team,Q2002695,US Montauban,,A-Year,548.0,2008-01-01,2010-01-01,Which sports team is Cédric Rosalen a member of?
Q7385325,Ryosuke Kawanabe,P54,member of sports team,Q1145693,Matsumoto Yamaga FC,,A-Year,365.5,2013-01-01,2013-01-01,What sports team is Ryosuke Kawanabe a member of?
Q252695,Ânderson Miguel da Silva,P54,member of sports team,Q1900,Cagliari Calcio,,A-Year,365.0,2009-01-01,2014-01-01,Which sports team is Ânderson Miguel da Silva a member of?
Q4715166,Aleksandr Ignatyev,P54,member of sports team,Q630939,FC Kyzylzhar,,A-Year,366,2004-01-01,2004-01-01,Which sports team is Aleksandr Ignatyev a member of?
Q109434839,Safrizal Zakaria Ali,P39,position held,Q102251452,Governor of Aceh,,A-Year,640.5,2024-08-22,,What position did Safrizal Zakaria Ali hold?
Q515938,Alex Teixeira,P54,member of sports team,Q172969,FC Shakhtar Donetsk,,A-Year,366,2010-01-01,2016-01-01,Which sports team is Alex Teixeira a member of?
Q3745230,Filippo Lanza,P54,member of sports team,Q2245427,Prisma Taranto,,A-Year,548.0,2023-01-01,,Which sports team is Filippo Lanza a member of?
Q8021755,Willie Ormond,P54,member of sports team,Q19601,Oldham Athletic A.F.C.,,A-Year,548.0,1949-01-01,1954-01-01,Which sports team is Willie Ormond a member of?
Q6764837,Mario Muñoz,P54,member of sports team,Q4671072,FC Academia Cali,,A-Year,365.5,2006-01-01,2007-01-01,Which sports team is Mario Muñoz a member of?
Q821314,Berlin Ndebe-Nlome,P54,member of sports team,Q1769458,Atlétich Chichizola,,A-Year,365.5,2009-01-01,2009-01-01,Which sports team is Berlin Ndebe-Nlome a member of?
Q18344734,Mihai Drăguș,P54,member of sports team,Q841245,FC Argeș,,A-Year,365,1996-01-01,1997-01-01,Which sports team is Mihai Drăguș a member of?
Q2932791,"Cadwallader Blayney, 12th Baron Blayney",P39,position held,Q41582545,member of the 10th Parliament of the United Kingdom,,A-Year,484,1831-04-28,1832-12-03,"What position did Cadwallader Blayney, 12th Baron Blayney hold?"
Q8053123,Yevgeni Gogol,P54,member of sports team,Q770528,FC AGMK,,A-Year,365.0,2011-01-01,2013-01-01,Which sports team is Yevgeni Gogol a member of?
Q19757773,Yulia Razenkova,P54,member of sports team,Q55343068,Velodames Colnago,,A-Year,547.5,2003-01-01,2003-01-01,Which sports team is Yulia Razenkova a member of?
Q2018066,Gregory Mertens,P54,member of sports team,Q815515,Belgium national under-21 football team,,A-Year,365,2011-01-01,2011-01-01,Which sports team is Gregory Mertens a member of?
Q3609213,Aldo Fontana,P54,member of sports team,Q8615,Spezia Calcio,,A-Year,365,1965-01-01,1967-01-01,What sports team is Aldo Fontana a member of?
Q133963473,Jarl Frijs-Madsen,P39,position held,Q133963504,ambassador of Denmark to Japan,,A-Year,593.5,2024-12-01,,What position did Jarl Frijs-Madsen hold?
Q10530781,Juan Manuel Morales,P54,member of sports team,Q868582,Deportivo Saprissa,,A-Year,366,2012-01-01,2012-01-01,What sports team is Juan Manuel Morales a member of?
Q7908276,Vadim Luchin,P54,member of sports team,Q3660104,FC Biolog-Novokubansk Progress,,A-Year,548.0,2013-01-01,2014-01-01,Which sports team is Vadim Luchin a member of?
Q9404048,Ministry of Education of the Republic of Korea,P488,chairperson,Q22083389,Lee Joon-sik,,A-Year,518.0,2016-01-13,2017-07-04,Who is the chairperson of the Ministry of Education of the Republic of Korea?
Q15991762,Ericson Silva,P54,member of sports team,Q1023227,CD Tondela,,A-Year,365.0,2012-01-01,2012-01-01,Which sports team is Ericson Silva a member of?
Q5742440,Hernán Garin,P54,member of sports team,Q2778591,Club Atlético Temperley,,A-Year,366,2005-01-01,2006-01-01,Which sports team is Hernán Garin a member of?
Q5337091,Edgar Aldrighi Júnior,P54,member of sports team,Q1633430,Londrina E.C.,,A-Year,366,2010-01-01,2010-01-01,Which sports team is Edgar Aldrighi Júnior a member of?
Q126497722,Susan Schut,P54,member of sports team,Q18413717,Guts & Gusto VC Zwolle,,A-Year,366,2020-01-01,2024-01-01,Which sports team is Susan Schut a member of?
Q21503604,Minister of Agriculture of Romania,P1308,position holder,Q21503608,Achim Irimescu,,A-Year,414,2015-11-17,2017-01-04,Who holds the position of Minister of Agriculture of Romania?
Q6278296,Jorge Manuel Amador Galufo,P54,member of sports team,Q371136,F.C. Paços de Ferreira,,A-Year,548.0,2009-01-01,2011-01-01,Which sports team is Jorge Manuel Amador Galufo a member of?
Q3146975,Xylem Inc.,P169,chief executive officer,Q117747707,Patrick Decker,,A-Year,678,2014-03-01,2024-01-01,Who is the chief executive officer of Xylem Inc.?
Q5524620,Gary Assous,P54,member of sports team,Q1577020,Hapoel Katamon Jerusalem F.C.,,A-Year,365.0,2011-01-01,2012-01-01,Which sports team is Gary Assous a member of?
Q4716434,Alessandro Silva Pereira,P54,member of sports team,Q746046,Assyriska FF,,A-Year,365.5,2008-01-01,2008-01-01,Which sports team is Alessandro Silva Pereira a member of?
Q17486590,Gordon Morritt,P54,member of sports team,Q48954,York City F.C.,,A-Year,366.0,1969-01-01,1972-01-01,What sports team is Gordon Morritt a member of?
Q255439,Simon Gerrans,P54,member of sports team,Q200009,Netcompany INEOS,,A-Year,365.5,2010-01-01,2011-01-01,Which sports team is Simon Gerrans a member of?
Q3898292,Pavel Lukáš,P54,member of sports team,Q328332,FK Mladá Boleslav,,A-Year,548.0,1994-01-01,1997-01-01,Which sports team is Pavel Lukáš a member of?
Q7408967,Samba Sow,P54,member of sports team,Q650917,R.E. Virton,,A-Year,365,2005-01-01,2005-01-01,Which sports team is Samba Sow a member of?
Q2907939,Wélton Melo,P54,member of sports team,Q899189,Brazil national under-23 football team,,A-Year,365.0,1995-01-01,1995-01-01,Which sports team is Wélton Melo a member of?
Q21084497,Brad Evans,P54,member of sports team,Q638266,Drapac-EF Cannondale Holistic Development,,A-Year,442.0,2015-08-01,2015-12-31,Which sports team is Brad Evans a member of?
Q6137466,James Krause,P54,member of sports team,Q19584,Crawley Town F.C.,,A-Year,365.0,2007-01-01,2008-01-01,Which sports team is James Krause a member of?
Q5622292,Guy Wilson,P39,position held,Q41582579,member of the 29th Parliament of the United Kingdom,,A-Year,550.0,1910-01-15,1910-11-28,What position did Guy Wilson hold?
Q6696256,Lucas Ojeda,P54,member of sports team,Q214978,Club Atlético Independiente,,A-Year,365.0,2005-01-01,2006-01-01,Which sports team is Lucas Ojeda a member of?
Q3946512,Samir Šarić,P54,member of sports team,Q1434649,Løv-Ham Fotball,,A-Year,365,2007-01-01,2008-01-01,Which sports team is Samir Šarić a member of?
Q3506998,Sylvain Franco,P54,member of sports team,Q288419,Pau Football Club,,A-Year,548.0,2004-01-01,2005-01-01,Which sports team is Sylvain Franco a member of?
Q4685597,Adriano Nascimento Felício,P54,member of sports team,Q2553450,Volta Redonda Futebol Clube,,A-Year,365.0,2004-01-01,2004-01-01,Which sports team is Adriano Nascimento Felício a member of?
Q7347902,Robert Murray Keith,P39,position held,Q56761120,ambassador of the United Kingdom to Denmark,,A-Year,547.5,1771-01-01,1772-01-01,What position did Robert Murray Keith hold?
Q6308696,Julien Favier,P54,member of sports team,Q940001,FC Sète,,A-Year,548.0,2004-01-01,2006-01-01,Which sports team is Julien Favier a member of?
Q19800693,Andrea Bottazzi,P54,member of sports team,Q459794,Piacenza Calcio,,A-Year,366,1986-01-01,1988-01-01,Which sports team is Andrea Bottazzi a member of?
Q18205409,Nikita Bastron,P54,member of sports team,Q17504849,FC TSK Simferopol,,A-Year,365,2014-01-01,2014-01-01,Which sports team is Nikita Bastron a member of?
Q15831203,Vanderley Dias Marinho,P54,member of sports team,Q131499,S.L. Benfica,,A-Year,365.0,2014-01-01,2015-01-01,Which sports team is Vanderley Dias Marinho a member of?
Q6850628,Milan Milutinović,P54,member of sports team,Q2614598,FK Mačva Šabac,,A-Year,366,2002-01-01,2005-01-01,Which sports team was Milan Milutinović a member of?
Q4679859,Adam Strachan,P54,member of sports team,Q955789,Clydebank F.C.,,A-Year,365.5,2011-01-01,2012-01-01,Which sports team is Adam Strachan a member of?
Q3588795,Émile Wassmer,P54,member of sports team,Q866884,Amiens SC,,A-Year,365.0,1951-01-01,1952-01-01,Which sports team is Émile Wassmer a member of?
Q3680022,Claudio Di Pucchio,P54,member of sports team,Q3627183,A.S.D. G.C. Sora,,A-Year,365,1963-01-01,1964-01-01,Which sports team is Claudio Di Pucchio a member of?
Q739807,Raimo Helminen,P6087,coach of sports team,Q1753439,SaiPa,,A-Year,365.5,2024-01-01,,Which sports team does Raimo Helminen coach?
Q4127453,All-Russian Mathematical Olympiad of general education students,P276,location,Q97663654,Sirius,,A-Year,365.0,2023-04-21,2023-04-27,Where is the All-Russian Mathematical Olympiad of general education students held?
Q60808907,Blake Quick,P54,member of sports team,Q266770,Team Jayco AlUla,,A-Year,365,2023-01-01,2024-01-01,Which sports team is Blake Quick a member of?
Q106673782,Ben Rortvedt,P54,member of sports team,Q213417,New York Yankees,,A-Year,365.5,2023-01-01,2023-01-01,Which sports team is Ben Rortvedt a member of?
Q4738602,Alyaksandr Tsyarentsyew,P54,member of sports team,Q1165833,FC Slavia-Mozyr,,A-Year,365,2006-01-01,2006-01-01,Which sports team is Alyaksandr Tsyarentsyew a member of?
Q16233574,Elvedin Škrijelj,P54,member of sports team,Q995069,FK Novi Pazar,,A-Year,366,2010-01-01,2012-01-01,Which sports team is Elvedin Škrijelj a member of?
Q3768138,Giovanni Simonato,P54,member of sports team,Q591456,SS Turris Calcio,,A-Year,365,1979-01-01,1980-01-01,Which sports team is Giovanni Simonato a member of?
Q7929774,Viktor Navochenko,P54,member of sports team,Q20036676,FC Almaz Moscow,,A-Year,366,2004-01-01,2004-01-01,Which sports team is Viktor Navochenko a member of?
Q15966059,Maksym Averin,P54,member of sports team,Q7662394,Synergy Baku Project,,A-Year,365.5,2014-01-01,,Which sports team is Maksym Averin a member of?
Q4062349,Pavel Alikin,P54,member of sports team,Q274642,FC Amkar Perm,,A-Year,365,2003-01-01,2007-01-01,Which sports team is Pavel Alikin a member of?
Q7351587,Roberto Ayza,P54,member of sports team,Q301279,CS Mioveni,,A-Year,366,2009-01-01,2012-01-01,Which sports team is Roberto Ayza a member of?
Q1657832,André Luiz Silva do Nascimento,P54,member of sports team,Q1029041,Tupi Football Club,,A-Year,366,2002-01-01,2002-01-01,Which sports team is André Luiz Silva do Nascimento a member of?
Q18221967,Dimitri Peyskens,P54,member of sports team,Q17489032,Terra Safety Shoes,,A-Year,366,2010-01-01,2010-01-01,Which sports team is Dimitri Peyskens a member of?
Q4082911,Artur Belotserkovets,P54,member of sports team,Q1269122,FC Dynamo Saint Petersburg,,A-Year,365,1990-01-01,1990-01-01,Which sports team is Artur Belotserkovets a member of?
Q7436357,Scott Fraser,P54,member of sports team,Q610447,Cowdenbeath F.C.,,A-Year,365.5,1991-01-01,1992-01-01,Which sports team is Scott Fraser a member of?
Q5537311,George Brown,P54,member of sports team,Q19607,Sheffield United F.C.,,A-Year,365,1908-01-01,1909-01-01,Which sports team is George Brown a member of?
Q20641167,Gerry McCoy,P54,member of sports team,Q518259,Berwick Rangers F.C.,,A-Year,548.0,1983-01-01,1983-01-01,Which sports team is Gerry McCoy a member of?
Q4680186,Adamos Efstathiou,P54,member of sports team,Q2091861,Ethnikos Assia F.C.,,A-Year,365.0,2011-01-01,2011-01-01,Which sports team is Adamos Efstathiou a member of?
Q12878793,Karmiotissa Pano Polemidion,P286,head coach,Q2655477,Alyaksandr Khatskevich,,A-Year,474,2022-09-18,2022-10-31,Who is the head coach of Karmiotissa Pano Polemidion?
Q3175429,Jean de Geoffre de Chabrignac,P102,member of political party,Q7223378,Union for the New Republic,,A-Few-Years,1461,1959-01-01,1965-01-01,Which political party is Jean de Geoffre de Chabrignac a member of?
Q872382,Norbert Csernyánszki,P54,member of sports team,Q787320,BFC Siófok,,A-Few-Years,1461.0,2002-01-01,2004-01-01,Which sports team is Norbert Csernyánszki a member of?
Q369104,Sergio Girardi,P54,member of sports team,Q430993,Mantova 1911,,A-Few-Years,1461,1965-01-01,1968-01-01,Which sports team is Sergio Girardi a member of?
Q7906826,Strike Fighter Squadron 115,P1545,series ordinal,,12A,,A-Few-Years,1052.5,1946-11-15,1948-07-15,What is the series ordinal of Strike Fighter Squadron 115?
Q25861282,"Sir Harry Vernon, 1st Baronet",P39,position held,Q41582559,member of the 19th Parliament of the United Kingdom,,A-Few-Years,2015.0,1865-07-11,1868-11-11,"What position did Sir Harry Vernon, 1st Baronet, hold?"
Q79419,Monticello,P17,country,Q30,United States,,A-Few-Years,2822.0,1849-12-18,1861-05-06,What country is Monticello in?
Q10484541,Aleksei Yudin,P54,member of sports team,Q5425167,FC Spartak-UGP Anapa,,A-Few-Years,913.0,2005-01-01,2006-01-01,Which sports team is Aleksei Yudin a member of?
Q41397099,BO-376,P879,pennant number,,MPK-223,,A-Few-Years,1122,1960-10-15,,What is the pennant number of BO-376?
Q832981,Sebastian Forke,P54,member of sports team,Q1755534,LKT Team Brandenburg,,A-Few-Years,730,2009-01-01,2009-01-01,What sports team is Sebastian Forke a member of?
Q7369291,Ross Donnelly Mangles,P39,position held,Q95921240,member of the Council of India,,A-Few-Years,1764.5,1858-09-21,,What position did Ross Donnelly Mangles hold?
Q118444956,Iñaki Telletxea,P54,member of sports team,Q8687,Athletic Club,,A-Few-Years,730.5,2016-01-01,2021-01-01,Which sports team is Iñaki Telletxea a member of?
Q15999646,Bert Oswald,P54,member of sports team,Q2907478,Bo'ness F.C.,,A-Few-Years,731.0,1926-01-01,1928-01-01,Which sports team is Bert Oswald a member of?
Q115326109,Charles Michaud,P39,position held,Q52769526,parochus,,A-Few-Years,1127,1917-01-01,1921-01-01,What position did Charles Michaud hold?
Q5639920,Haji Nurul Islam,P39,position held,Q106237179,Member of the 16th West Bengal Legislative Assembly,,A-Few-Years,2191.5,2016-01-01,2021-01-01,What position did Haji Nurul Islam hold?
Q51640094,Edwin S. Lanier,P39,position held,Q109319006,"Mayor of Chapel Hill, North Carolina",,A-Few-Years,2472.0,1949-01-01,1954-01-01,What position did Edwin S. Lanier hold?
Q105102332,Pedro Neves,P54,member of sports team,Q1386850,F.C. Alverca,,A-Few-Years,1644.0,2000-01-01,2006-01-01,Which sports team is Pedro Neves a member of?
Q884961,Forrest C. Donnell,P39,position held,Q4416090,United States senator,,A-Few-Years,731,1945-01-03,1947-01-03,What position did Forrest C. Donnell hold?
Q2325022,John Lucas II,P6087,coach of sports team,Q162990,Cleveland Cavaliers,,A-Few-Years,1461.0,2001-01-01,2003-01-01,Which sports team does John Lucas II coach?
Q4755998,Andrey Lebedev,P54,member of sports team,Q391099,FC Lokomotiv Nizhny Novgorod,,A-Few-Years,730,1991-01-01,1993-01-01,What sports team is Andrey Lebedev a member of?
Q3935931,Rinaldo Moro,P54,member of sports team,Q2253772,A.C.D. Trissino-Valdagno,,A-Few-Years,730.5,1954-01-01,1956-01-01,Which sports team is Rinaldo Moro a member of?
Q59981,Shukri al-Quwatli,P27,country of citizenship,Q146600,Arab Kingdom of Syria,,A-Few-Years,1827,1918-01-01,1920-01-01,What country is Shukri al-Quwatli a citizen of?
Q50192721,Michel Theuil,P39,position held,Q73804116,General secretary of prefecture of La Réunion,,A-Few-Years,1096,2007-01-01,2010-01-01,What position did Michel Theuil hold?
